python-pyparsing 2.4.7-6
python-pyqt5 5.15.6-6
python-pyqt5-sip 12.9.0-3
python-pyqt5-webengine 5.15.5-3
python-pystache 0.5.4-10
python-requests 2.26.0-5
python-resolvelib 0.5.5-4
python-retrying 1.3.3-13
python-rfc6555 0.1.0-1
python-selectors2 2.0.2-5
python-setproctitle 1.2.2-3
python-setuptools 1:57.4.0-6
python-shtab 1.5.2-1
python-six 1.16.0-5
python-termcolor 1.1.0-12
python-toml 0.10.2-7
python-tomli 1.2.2-4
python-urllib3 1.26.7-5
python-webencodings 0.5.1-9
python-xcffib 0.11.1-3
python-yaml 5.4.1.1-4
python-zipp 3.6.0-3
qemu-guest-agent 6.2.0-2
qt5-base 5.15.2+kde+r268-1
qt5-declarative 5.15.2+kde+r41-1
qt5-gamepad 5.15.2-1
qt5-graphicaleffects 5.15.2-1
qt5-location 5.15.2-4
qt5-multimedia 5.15.2-1
qt5-quickcontrols2 5.15.2+kde+r8-1
qt5-svg 5.15.2+kde+r13-1
qt5-tools 5.15.2+kde+r17-4
qt5-translations 5.15.2+kde+r20-2
qt5-webchannel 5.15.2+kde+r5-1
qt5-webengine 5.15.7-2
qt5-websockets 5.15.2+kde+r7-1
qtile 0.19.0-1
qtkeychain-qt5 0.13.2-1
qutebrowser 2.4.0-2
r8168 8.049.02-46
ragel 6.10-3
ranger 1.9.3-4
raptor 2.0.15-17
rasqal 1:0.9.33-4
rate-mirrors-bin 0.7.0-1
rav1e 0.4.1-1
re2 1:20211101-1
readline 8.1.001-1
rebuild-detector 4.4.1-1
redland 1:1.0.17-8
redshift 1.12-5
refind 0.13.2-1
reflector 2021.7.8-2
reflector-simple 2021.12.31-1
reiserfsprogs 3.6.27-3
rest 0.8.1-3
rhash 1.4.2-1
ripgrep 13.0.0-2
ristretto 0.12.1-1
rofi 1.7.2-1
rofication-git r19.a6d4aef-1
rofimoji 5.3.0-2
rolldice 1.16-2
rp-pppoe 3.15-2
rpcbind 1.2.6-2
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
rubberband 2.0.0-1
run-parts 5.5-1
rust 1:1.57.0-1
rxvt-unicode-terminfo 9.26-2
s-nail 14.9.23-1
sassc 3.6.2-3
sbc 1.5-2
scrot 1.7-1
sdl2 2.0.18-3
sdparm 1.12-1
sed 4.8-1
semver 7.3.5-2
serd 0.30.10-1
sg3_utils 1.47-1
shaderc 2021.3-1
shadow 4.8.1-4
shared-mime-info 2.0+115+gd74a913-1
slang 2.3.2-2
smartmontools 7.2-1
smbclient 4.15.3-2
snappy 1.1.9-2
sof-firmware 2.0-1
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.3.0-1
spandsp 0.0.6-3
spectrwm 3.4.1-1
speex 1.2.0-3
speexdsp 1.2.0-2
spirv-tools 2021.3-1
spotify-tui 0.25.0-1
spotifyd 0.3.3-1
sqlite 3.37.0-1
squashfs-tools 4.5-1
squashfuse 0.1.104-2
sratom 0.6.8-3
srt 1.4.4-1
startup-notification 0.12-7
stfl 0.24-5
stoken 0.92-4
stow 2.3.1-3
sudo 1.9.8.p2-3
suitesparse 5.10.1-2
svt-av1 0.8.7-1
svt-hevc 1.5.1-1
sxhkd 0.6.2-1
sysfsutils 2.1.1-1
systemd 250-4
systemd-libs 250-4
systemd-resolvconf 250-4
systemd-sysvcompat 250-4
t1lib 5.1.2-8
taglib 1.12-1
talloc 2.3.3-3
tar 1.34-1
tbb 2021.5.0-1
tcl 8.6.12-3
tcpdump 4.99.1-1
tdb 1.4.5-3
terminus-font 4.49.1-2
tevent 1:0.11.0-3
texinfo 6.8-2
texlive-bibtexextra 2021.61406-1
texlive-bin 2021.59745-1
texlive-core 2021.61403-1
texlive-fontsextra 2021.61408-1
texlive-formatsextra 2021.57972-1
texlive-games 2021.60973-1
texlive-humanities 2021.60935-1
texlive-latexextra 2021.61405-1
texlive-music 2021.60382-1
texlive-pictures 2021.61392-1
texlive-pstricks 2021.61407-1
texlive-publishers 2021.61397-1
texlive-science 2021.61383-1
themix-export-spotify-git 1.2.5.r3.g7550d3c-1
themix-full-git 1.14-1
themix-gui-git 1.14.r11.g344c885a-1
themix-icons-archdroid-git 1.0.2.r1.g775b8c2c0-1
themix-icons-gnome-colors-git 5.5.5.r0.gcd8b05a-2
themix-icons-numix-git 21.10.31.r2.g73d6a62e8-1
themix-icons-papirus-git 20211201.r29.gc2c35ba3ab-1
themix-icons-suru-plus-aspromauros-git 3.0.r0.gd43a8ec4-1
themix-icons-suru-plus-git 30.0.r2.g9bd895f32-1
themix-import-images-git 1.14.r11.g344c885a-1
themix-plugin-base16-git 1.2.r1.gf07e291-1
themix-theme-materia-git 20210322.r50.gaf63425f-1
themix-theme-oomox-git 1.12.2.r1.gf43b2555-1
thin-provisioning-tools 0.9.0-1
thunar 4.16.10-1
thunar-archive-plugin 0.4.0-3
thunar-dropbox 0.3.1-1
thunar-media-tags-plugin 0.3.0-2
thunar-volman 4.16.0-1
thunderbird 91.4.1-1
time 1.9-3
tldr 3.0.0-1
tlp 1.4.0-1
tmux 3.2_a-1
tonelib-gfx-bin 4.7.0-1
tracker3 3.2.1-2
tree 1.8.0-2
tree-sitter 0.20.2-1
tslib 1.22-1
ttc-iosevka 11.2.4-1
ttc-iosevka-aile 11.2.4-1
ttf-all-the-icons 5.0.0-1
ttf-bitstream-vera 1.10-14
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-iosevka-nerd 2.1.0-1
ttf-liberation 2.1.5-1
ttf-nerd-fonts-symbols 2.1.0+36+gd0bf73a1-4
ttf-opensans 1.101-2
ttf-roboto 2.138-4
ttf-twemoji 13.1.0-1
tumbler 4.16.0-3
twolame 0.4.0-2
tzdata 2021e-1
uchardet 0.0.7-1
udisks2 2.9.4-1
unibilium 2.1.1-1
unrar 1:6.1.3-1
unzip 6.0-16
upower 0.99.13-1
urlview 0.9-13
usb_modeswitch 2.6.1-1
usbmuxd 1.1.1-1
usbutils 014-1
uthash 2.3.0-1
util-linux 2.37.2-4
util-linux-libs 2.37.2-4
v4l-utils 1.22.1-1
vid.stab 1.1-3
vim 8.2.3890-1
vim-runtime 8.2.3890-1
vmaf 1.5.3-1
volume_key 0.3.12-7
vpnc 1:0.5.3.r496.r153-2
vte-common 0.66.2-1
vte3 0.66.2-1
vulkan-icd-loader 1.2.202-1
wavpack 5.4.0-1
wayland 1.20.0-1
wayland-protocols 1.24-1
webkit2gtk 2.34.3-1
webrtc-audio-processing 0.3.1-3
welcome 3.17.10-1
wget 1.21.2-1
which 2.21-5
whois 5.5.10-1
wildmidi 0.4.4-1
wireless-regdb 2021.08.28-1
wireless_tools 30.pre9-3
woff2 1.0.2-3
wpa_supplicant 2:2.9-8
wpebackend-fdo 1.12.0-1
wvdial 1.61-8
wvstreams 4.6.1-17
x264 3:0.163.r3060.5db6aa6-1
x265 3.5-1
xapian-core 1:1.4.18-1
xapp 2.2.4-3
xbindkeys 1.8.7-2
xbitmaps 1.1.2-2
xcb-proto 1.14.1-5
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-dbus-proxy 0.1.2-3
xdg-user-dirs 0.17-3
xdg-user-dirs-gtk 0.10+9+g5b7efc6-3
xdg-utils 1.1.3+19+g9816ebb-1
xdotool 3.20211022.1-1
xed 3.0.2-2
xf86-input-libinput 1.2.0-2
xf86-video-fbdev 0.5.0-3
xf86-video-intel 1:2.99.917+916+g31486f40-2
xf86-video-vesa 2.5.0-2
xfce4-appfinder 4.16.1-2
xfce4-battery-plugin 1.1.4-1
xfce4-datetime-plugin 0.8.1-1
xfce4-mount-plugin 1.1.5-1
xfce4-netload-plugin 1.4.0-1
xfce4-notifyd 0.6.2-2
xfce4-panel 4.16.3-2
xfce4-power-manager 4.16.0-3
xfce4-pulseaudio-plugin 0.4.3-1
xfce4-screensaver 4.16.0-1
xfce4-screenshooter 1.9.9-2
xfce4-session 4.16.0-2
xfce4-settings 4.16.2-1
xfce4-taskmanager 1.4.2-1
xfce4-terminal 0.8.10-2
xfce4-wavelan-plugin 0.6.2-1
xfce4-weather-plugin 0.11.0-1
xfce4-whiskermenu-plugin 2.7.1-1
xfce4-xkb-plugin 0.8.2-1
xfconf 4.16.0-2
xfdesktop 4.16.0-2
xfsprogs 5.14.2-1
xfwm4 4.16.1-3
xfwm4-themes 4.10.0-4
xkeyboard-config 2.34-1
xl2tpd 1.3.16-1
xmlsec 1.2.33-1
xorg-bdftopcf 1.1-2
xorg-docs 1.7.1-3
xorg-font-util 1.3.2-2
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.8-2
xorg-mkfontscale 1.2.1-2
xorg-server 21.1.2-2
xorg-server-common 21.1.2-2
xorg-server-devel 21.1.2-2
xorg-server-xephyr 21.1.2-2
xorg-server-xnest 21.1.2-2
xorg-server-xvfb 21.1.2-2
xorg-sessreg 1.1.2-2
xorg-setxkbmap 1.3.2-2
xorg-smproxy 1.0.6-3
xorg-util-macros 1.19.3-1
xorg-x11perf 1.6.1-2
xorg-xauth 1.1.1-1
xorg-xbacklight 1.2.3-2
xorg-xcmsdb 1.0.5-3
xorg-xcursorgen 1.0.7-2
xorg-xdpyinfo 1.3.2-4
xorg-xdriinfo 1.0.6-2
xorg-xev 1.2.4-1
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-3
xorg-xkbutils 1.0.4-4
xorg-xkill 1.0.5-2
xorg-xlsatoms 1.1.3-2
xorg-xlsclients 1.1.4-2
xorg-xmessage 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xpr 1.0.5-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvinfo 1.1.4-2
xorg-xwayland 21.1.4-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2021.5-1
xplc 0.3.13-8
xsettingsd 1.0.2-1
xterm 370-1
xvidcore 1.3.7-2
xz 5.2.5-2
yad-eos 10.1-1
yajl 2.1.0-5
yarn 1.22.17-1
yay 11.0.2-1
zathura 0.4.8-1
zathura-cb 0.1.9-1
zathura-djvu 0.2.9-1
zathura-pdf-poppler 0.3.0-1
zathura-ps 0.2.7-1
zbar 0.23.1-9
zeromq 4.3.4-2
zimg 3.0.3-1
zip 3.0-9
zita-alsa-pcmi 0.4.0-1
zita-resampler 1.8.0-1
zlib 1:1.2.11-5
zsh 5.8-1
zstd 1.5.1-2
zvbi 0.2.35-4
zxing-cpp 1.2.0-1
zziplib 0.13.72-1
